scientificName,vernacularName,taxonId,redListCategory,assessmentYear,speciesGroup,assessmentArea
Acrotona orbata,,11534,LC,2021,Biller,Norge
Acrotona orphana,,11535,LC,2021,Biller,Norge
Acrotona parens,,11536,NA,2021,Biller,Norge
Acrotona parvula,,11537,LC,2021,Biller,Norge
Acrotona pseudotenera,,11539,NA,2021,Biller,Norge
Acrotona pygmaea,,11540,LC,2021,Biller,Norge
Acrotona sylvicola,,11541,LC,2021,Biller,Norge
Acrotona troglodytes,,11542,NT,2021,Biller,Norge
Acrotrichis atomaria,,11275,LC,2021,Biller,Norge
Acrotrichis brevipennis,,11276,LC,2021,Biller,Norge
Acrotrichis cephalotes,,11277,LC,2021,Biller,Norge
Acrotrichis cognata,,11278,NA,2021,Biller,Norge
Acrotrichis dispar,,11280,LC,2021,Biller,Norge
Acrotrichis fascicularis,,11281,LC,2021,Biller,Norge
Acrotrichis grandicollis,,11282,LC,2021,Biller,Norge
Acrotrichis henrici,,11283,NA,2021,Biller,Norge
Acrotrichis insularis,,11284,NA,2021,Biller,Norge
Acrotrichis intermedia,,11285,LC,2021,Biller,Norge
Acrotrichis lucidula,,11286,NT,2021,Biller,Norge
Acrotrichis montandonii,,11287,LC,2021,Biller,Norge
Acrotrichis nana,,11288,LC,2021,Biller,Norge
Acrotrichis norvegica,,11289,LC,2021,Biller,Norge
Acrotrichis parva,,11290,LC,2021,Biller,Norge
Acrotrichis pumila,,11291,LC,2021,Biller,Norge
Acrotrichis rosskotheni,,11292,LC,2021,Biller,Norge
Acrotrichis rugulosa,,11293,LC,2021,Biller,Norge
Acrotrichis sericans,,11295,LC,2021,Biller,Norge
Acrotrichis silvatica,,11296,LC,2021,Biller,Norge
Acrotrichis sitkaensis,,11297,LC,2021,Biller,Norge
Acrotrichis sjobergi,,11298,LC,2021,Biller,Norge
Acrotrichis strandi,,11299,LC,2021,Biller,Norge
Acrotrichis suecica,,11300,DD,2021,Biller,Norge
Acrotrichis thoracica,,11301,LC,2021,Biller,Norge
Acrotrichis volans,,11302,LC,2021,Biller,Norge
Acrulia inflata,,12313,LC,2021,Biller,Norge
Actaea rubra,amerikatrollbær,103080,NA,2021,Karplanter,Norge
Actaea spicata,trollbær,103081,LC,2021,Karplanter,Norge
Actebia fennica,brunt langvingefly,47690,NA,2021,Sommerfugler,Norge
Actebia praecox,grønt langvingefly,47689,LC,2021,Sommerfugler,Norge
Actenicerus sjaelandicus,sjakksmeller,10263,LC,2021,Biller,Norge
Actenoptera hilarella,,23752,LC,2021,Tovinger,Norge
Acteon tornatilis,,109386,LC,2021,Bløtdyr,Norge
Actia crassicornis,,26876,NE,2021,Tovinger,Norge
Actia lamia,,26878,NE,2021,Tovinger,Norge
Actia maksymovi,,26879,NE,2021,Tovinger,Norge
Actia nigroscutellata,,26880,NE,2021,Tovinger,Norge
Actia pilipennis,,26881,NE,2021,Tovinger,Norge
Actia resinellae,,26882,NE,2021,Tovinger,Norge
Actidium hysterioides,svartstjerne,68407,NE,2021,Sopper,Norge
Actinauge richardi,,5162,NE,2021,Koralldyr,Norge
Actinia equina,,5173,LC,2021,Koralldyr,Norge
Actinidia arguta,,127904,NA,2021,Karplanter,Norge
Actinidia chinensis,,127905,NA,2021,Karplanter,Norge
Actinidia deliciosa,kiwi,127906,NA,2021,Karplanter,Norge
Actinidia kolomikta,rødkattebusk,127907,NA,2021,Karplanter,Norge
Actinocythereis dunelmensis,,50321,NE,2021,Krepsdyr,Norge
Actinostola callosa,,5190,LC,2021,Koralldyr,Norge
Actinotia polyodon,tannet perikumfly,47449,LC,2021,Sommerfugler,Norge
Actitis hypoleucos,strandsnipe,3719,LC,2021,Fugler,Norge
Aculepeira ceropegia,eikebladvever,2489,LC,2021,Edderkoppdyr,Norge
Aculepeira lapponica,lappbladvever,133537,NT,2021,Edderkoppdyr,Norge
Acupalpus dubius,,5366,VU,2021,Biller,Norge
Acupalpus flavicollis,,5369,LC,2021,Biller,Norge
Acupalpus meridianus,,5371,LC,2021,Biller,Norge
Acupalpus parvulus,,5372,LC,2021,Biller,Norge
Acylophorus wagenschieberi,,12752,NT,2021,Biller,Norge
Adaina microdactyla,hjortetrøstfjærmøll,46172,VU,2021,Sommerfugler,Norge
Adalaria loveni,,108550,LC,2021,Bløtdyr,Norge
Adalaria proxima,,108554,LC,2021,Bløtdyr,Norge
Adalia bipunctata,toprikket marihøne,7443,LC,2021,Biller,Norge
Adalia conglomerata,skogmarihøne,7446,DD,2021,Biller,Norge
Adalia decempunctata,tiprikket marihøne,7447,LC,2021,Biller,Norge
Adamsia palliata,eremittkrepssjørose,5164,LC,2021,Koralldyr,Norge
Adela croesella,,44669,LC,2021,Sommerfugler,Norge
Adela cuprella,,44668,LC,2021,Sommerfugler,Norge
Adela reaumurella,,44667,LC,2021,Sommerfugler,Norge
Adelolecia kolaensis,,74459,LC,2021,Laver,Norge
Adelolecia kolaensis,,74459,LC,2021,Laver,Svalbard
Adelolecia pilati,,74460,LC,2021,Laver,Norge
Adelolecia pilati,,74460,LC,2021,Laver,Svalbard
Adelphella babingtonii,klattbeger,215211,LC,2021,Sopper,Norge
Adelphocoris lineolatus,,109809,LC,2021,Nebbmunner,Norge
Adelphocoris quadripunctatus,,109810,LC,2021,Nebbmunner,Norge
Adelphocoris seticornis,,109812,LC,2021,Nebbmunner,Norge
Adenophora gmelinii,krageklokke,143438,NA,2021,Karplanter,Norge
Aderus populneus,,9353,NT,2021,Biller,Norge
Adia cinerella,,25723,NE,2021,Tovinger,Norge
Adicella reducta,,49760,LC,2021,Vårfluer,Norge
Adistemia watsoni,,7881,NA,2021,Biller,Norge
Adlumia fungosa,,172896,NA,2021,Karplanter,Norge
Admete viridula,,109235,LC,2021,Bløtdyr,Norge
Admetella longipedata,,138822,NE,2021,Leddormer,Norge
Admontia blanda,,26884,NE,2021,Tovinger,Norge
Admontia grandicornis,,26885,NE,2021,Tovinger,Norge
Adomerus biguttatus,toprikktorntege,110551,LC,2021,Nebbmunner,Norge
Adonis annua,åkeradonis,103083,NA,2021,Karplanter,Norge
Adonis vernalis,våradonis,145499,NA,2021,Karplanter,Norge
Adoxa moschatellina,moskusurt,101700,LC,2021,Karplanter,Norge
Adoxophyes orana,eplebladvikler,45804,LC,2021,Sommerfugler,Norge
Adrastus pallens,humlesmeller,10332,VU,2021,Biller,Norge
Adscita statices,grønn metallsvermer,45608,LC,2021,Sommerfugler,Norge
Adyte hyalina,,138824,NE,2021,Leddormer,Norge
Aecidium discopodii,,123125,NE,2021,Sopper,Norge
Aedes (Aedes) cinereus,,20941,LC,2021,Tovinger,Norge
Aedes (Aedes) esoensis,,20942,LC,2021,Tovinger,Norge
Aedes (Aedimorphus) vexans,,20946,LC,2021,Tovinger,Norge
Aedes (Stegomyia) albopictus,,127804,NA,2021,Tovinger,Norge
Aedes aegypti,,170494,NA,2021,Tovinger,Norge
Aedes atropalpus,,170493,NA,2021,Tovinger,Norge
Aedes japonicus,,170495,NA,2021,Tovinger,Norge
Aedes koreicus,,170496,NA,2021,Tovinger,Norge
Aedes triceriatus,,170497,NA,2021,Tovinger,Norge
Aega bicarinata,,173213,LC,2021,Krepsdyr,Norge
Aega crenulata,,44335,LC,2021,Krepsdyr,Norge
Aega monophthalma,,44336,LC,2021,Krepsdyr,Norge
Aega psora,,44337,LC,2021,Krepsdyr,Norge
Aega tridens,,44339,LC,2021,Krepsdyr,Norge
Aegagropila linnaei,,106227,NE,2021,Alger,Norge
Aegialia arenaria,bredsandkryper,10599,LC,2021,Biller,Norge
Aegilips nitidula,,132821,LC,2021,Vepser,Norge
Aegilips romseyensis,,132820,DD,2021,Vepser,Norge
Aegilips vena,,132819,LC,2021,Vepser,Norge
Aegilops cylindrica,bukkekorn,99862,NA,2021,Karplanter,Norge
Aeginella spinosa,,1774,LC,2021,Krepsdyr,Norge
Aeginina longicornis,,1776,LC,2021,Krepsdyr,Norge
Aegiochus arctica,,215193,NA,2021,Krepsdyr,Norge
Aegiochus ventrosa,,215194,LC,2021,Krepsdyr,Norge
Aegires incisus,,186623,LC,2021,Bløtdyr,Norge
Aegires punctilucens,,186622,LC,2021,Bløtdyr,Norge
Aegithalos caudatus,stjertmeis,4116,LC,2021,Fugler,Norge
Aegolius funereus,perleugle,4601,LC,2021,Fugler,Norge
Aegomorphus clavipes,,6504,LC,2021,Biller,Norge
Aegopinella nitidula,isterglanssnegl,121211,LC,2021,Bløtdyr,Norge
Aegopinella pura,gitterglanssnegl,121210,LC,2021,Bløtdyr,Norge
Aegopodium podagraria,skvallerkål,100252,LC,2021,Karplanter,Norge
Aelia acuminata,gressbreitege,110622,LC,2021,Nebbmunner,Norge
Aelurillus v-insignitus,v-hopper,3122,LC,2021,Edderkoppdyr,Norge
Aenigmatias lubbockii,,22329,NE,2021,Tovinger,Norge
Aeolidia papillosa,,108809,LC,2021,Bløtdyr,Norge
Aeolidiella glauca,,108819,LC,2021,Bløtdyr,Norge
Aepus marinus,,5841,LC,2021,Biller,Norge
Aequipecten opercularis,harpeskjell,108195,LC,2021,Bløtdyr,Norge
Aesculus ×carnea,rød hestekastanje,103563,NA,2021,Karplanter,Norge
Aesculus hippocastanum,hestekastanje,103564,NA,2021,Karplanter,Norge
Aeshna caerulea,fjellibelle,49549,LC,2021,Øyenstikkere,Norge
Aeshna cyanea,blågrønnlibelle,49550,LC,2021,Øyenstikkere,Norge
Aeshna grandis,brunlibelle,49551,LC,2021,Øyenstikkere,Norge
Aeshna juncea,starrlibelle,49552,LC,2021,Øyenstikkere,Norge
Aeshna mixta,septemberlibelle,49553,LC,2021,Øyenstikkere,Norge
Aeshna serrata,takrørlibelle,49554,NA,2021,Øyenstikkere,Norge
Aeshna subarctica,torvmoselibelle,49555,LC,2021,Øyenstikkere,Norge
Aethalura punctulata,punktbarkmåler,47103,LC,2021,Sommerfugler,Norge
Aethes cnicana,tistelpraktvikler,45718,LC,2021,Sommerfugler,Norge
Aethes deutschiana,fjellpraktvikler,45713,LC,2021,Sommerfugler,Norge
Aethes dilucidana,kvannpraktvikler,45717,EN,2021,Sommerfugler,Norge
Aethes hartmanniana,rødknappraktvikler,45711,LC,2021,Sommerfugler,Norge
Aethes kindermanniana,gul malurtpraktvikler,45720,LC,2021,Sommerfugler,Norge
Aethes margaritana,gullpraktvikler,45712,LC,2021,Sommerfugler,Norge
Aethes rubigana,borrepraktvikler,45719,LC,2021,Sommerfugler,Norge
Aethes rutilana,einerpraktvikler,45715,LC,2021,Sommerfugler,Norge
Aethes smeathmanniana,ryllikpraktvikler,45716,LC,2021,Sommerfugler,Norge
Aethes triangulana,veronikapraktvikler,45714,EN,2021,Sommerfugler,Norge
Aethusa cynapium,hundepersille,100254,LC,2021,Karplanter,Norge
Aethusa cynapium var. cynapium,skogpersille,167631,VU,2021,Karplanter,Norge
Aethusa cynapium var. domestica,ugrashundepersille,167197,LC,2021,Karplanter,Norge
Aethusa cynapium var. gigantea,stor hundepersille,167196,NA,2021,Karplanter,Norge
Agabus adpressus,,5861,LC,2021,Biller,Norge
Agabus affinis,,5862,LC,2021,Biller,Norge
Agabus arcticus,,5863,LC,2021,Biller,Norge
Agabus biguttulus,,5864,LC,2021,Biller,Norge
Agabus bipustulatus,,5865,LC,2021,Biller,Norge
Agabus confinis,,5867,LC,2021,Biller,Norge
Agabus congener,,5868,LC,2021,Biller,Norge
Agabus discolor,,5871,LC,2021,Biller,Norge
Agabus elongatus,,5872,LC,2021,Biller,Norge
Agabus fuscipennis,,5873,LC,2021,Biller,Norge
Agabus guttatus,,5874,LC,2021,Biller,Norge
Agabus infuscatus,,5875,LC,2021,Biller,Norge
Agabus labiatus,,5876,LC,2021,Biller,Norge
Agabus lapponicus,,5877,LC,2021,Biller,Norge
Agabus melanarius,,5878,LC,2021,Biller,Norge
Agabus nebulosus,,5880,VU,2021,Biller,Norge
Agabus paludosus,,5881,LC,2021,Biller,Norge
Agabus serricornis,,5883,LC,2021,Biller,Norge
Agabus setulosus,,5884,LC,2021,Biller,Norge
Agabus sturmii,,5886,LC,2021,Biller,Norge
Agabus thomsoni,,5887,LC,2021,Biller,Norge
Agabus uliginosus,,5888,VU,2021,Biller,Norge
Agabus undulatus,,5889,RE,2021,Biller,Norge
Agabus zetterstedti,,5891,LC,2021,Biller,Norge
Agallia brachyptera,,110909,LC,2021,Nebbmunner,Norge
Agapanthia villosoviridescens,,6507,LC,2021,Biller,Norge
Agapeta hamana,vinkelpraktvikler,45704,LC,2021,Sommerfugler,Norge
Agapeta zoegana,ringpraktvikler,45705,LC,2021,Sommerfugler,Norge
Agapetus ochripes,,49705,LC,2021,Vårfluer,Norge
Agaricochara latissima,,11881,LC,2021,Biller,Norge
Agaricus abruptibulbus,,58259,LC,2021,Sopper,Norge
Agaricus altipes,,51914,LC,2021,Sopper,Norge
Agaricus argenteus,,186474,LC,2021,Sopper,Norge
Agaricus aristocratus,polarsjampinjong,51917,NE,2021,Sopper,Norge
Agaricus arvensis,åkersjampinjong,51919,LC,2021,Sopper,Norge
Agaricus augustus,kongesjampinjong,51920,LC,2021,Sopper,Norge
Agaricus benesii,hvit blodsjampinjong,51921,LC,2021,Sopper,Norge
Agaricus bernardi,veisjampinjong,186713,LC,2021,Sopper,Norge
Agaricus bisporus,dyrket sjampinjong,51923,NA,2021,Sopper,Norge
Agaricus bitorquis,bysjampinjong,51925,NA,2021,Sopper,Norge
Agaricus butyreburneus,,204321,LC,2021,Sopper,Norge
Agaricus campestris,beitesjampinjong,51928,LC,2021,Sopper,Norge
Agaricus collegarum,,186535,LC,2021,Sopper,Norge
Agaricus comtulus,dvergsjampinjong,51932,LC,2021,Sopper,Norge
Agaricus cordillerensis,,186537,LC,2021,Sopper,Norge
Agaricus crocodilinus,kjempesjampinjong,51933,LC,2021,Sopper,Norge
Agaricus cupreobrunneus,kopperbrun sjampinjong,51934,VU,2021,Sopper,Norge
Agaricus depauperatus,,51936,NE,2021,Sopper,Norge
Agaricus devoniensis,dynesjampinjong,51937,EN,2021,Sopper,Norge
Agaricus essettei,knollsjampinjong,58292,LC,2021,Sopper,Norge
Agaricus fissuratus,,58295,LC,2021,Sopper,Norge
Agaricus friesianus,,186536,LC,2021,Sopper,Norge
Agaricus fuscofibrillosus,,51939,NE,2021,Sopper,Norge
Agaricus gemellatus,,169342,LC,2021,Sopper,Norge
Agaricus griseicephalus,,169341,LC,2021,Sopper,Norge
Agaricus indistinctus,,186541,LC,2021,Sopper,Norge
Agaricus jacobi,,152999,LC,2021,Sopper,Norge
Agaricus julius,,169343,LC,2021,Sopper,Norge
Agaricus kerriganii,,186538,LC,2021,Sopper,Norge
Agaricus langei,stor blodsjampinjong,51942,LC,2021,Sopper,Norge
Agaricus litoralis,,51944,NE,2021,Sopper,Norge
Agaricus lividonitidus,,51945,NE,2021,Sopper,Norge
Agaricus luteomaculatus,,51946,NA,2021,Sopper,Norge
Agaricus lutosus,,51947,NE,2021,Sopper,Norge
Agaricus macrocarpus,storsjampinjong,51948,NE,2021,Sopper,Norge
Agaricus moelleri,perlehønesjampinjong,51949,NA,2021,Sopper,Norge
Agaricus pallens,,170550,LC,2021,Sopper,Norge
Agaricus phaeolepidotus,,51952,NA,2021,Sopper,Norge
Agaricus placomyces,,51954,NA,2021,Sopper,Norge
Agaricus porphyrizon,porfyrsjampinjong,51955,LC,2021,Sopper,Norge
Agaricus porphyrocephalus,,58334,LC,2021,Sopper,Norge
Agaricus semotus,småsjampinjong,51960,LC,2021,Sopper,Norge
Agaricus subperonatus,hagesjampinjong,51967,NA,2021,Sopper,Norge
Agaricus summensis,,186539,NE,2021,Sopper,Norge
Agaricus sylvaticus,blodsjampinjong,58358,LC,2021,Sopper,Norge
Agaricus sylvicola,snøballsjampinjong,58360,LC,2021,Sopper,Norge
Agaricus tenuivolvatus,,51968,NE,2021,Sopper,Norge
Agaricus xanthodermus,giftsjampinjong,51970,NA,2021,Sopper,Norge
Agastache rugosa,koreamynte,102269,NA,2021,Karplanter,Norge
Agastache urticifolia,,102270,NA,2021,Karplanter,Norge
Agathidium arcticum,,11175,LC,2021,Biller,Norge
Agathidium atrum,,11176,LC,2021,Biller,Norge
Agathidium badium,,11177,LC,2021,Biller,Norge
Agathidium confusum,,11178,LC,2021,Biller,Norge
Agathidium discoideum,,11180,NT,2021,Biller,Norge
Agathidium laevigatum,,11182,LC,2021,Biller,Norge
Agathidium mandibulare,,11183,VU,2021,Biller,Norge
Agathidium marginatum,,11184,LC,2021,Biller,Norge
Agathidium nigrinum,,11185,LC,2021,Biller,Norge
Agathidium nigripenne,,11186,LC,2021,Biller,Norge
Agathidium pallidum,,11187,NT,2021,Biller,Norge
Agathidium pisanum,,11188,LC,2021,Biller,Norge
Agathidium rotundatum,,11191,LC,2021,Biller,Norge
Agathidium seminulum,,11192,LC,2021,Biller,Norge
Agathidium varians,,11193,LC,2021,Biller,Norge
Agathomyia antennata,,22286,LC,2021,Tovinger,Norge
Agathomyia cinerea,,22287,LC,2021,Tovinger,Norge
Agathomyia elegantula,,22288,LC,2021,Tovinger,Norge
Agathomyia lundbecki,,22290,LC,2021,Tovinger,Norge
Agathomyia unicolor,,169232,LC,2021,Tovinger,Norge
Agathomyia viduella,,22292,LC,2021,Tovinger,Norge
Agathomyia wankowiczii,,22293,LC,2021,Tovinger,Norge
Agelastica alni,blå orebladbille,7212,LC,2021,Biller,Norge
Agelena labyrinthica,labyrintedderkopp,2472,LC,2021,Edderkoppdyr,Norge
Agelenatea redii,fløyelsvever,2491,VU,2021,Edderkoppdyr,Norge
Agenioideus cinctellus,dvergveiveps,119318,LC,2021,Vepser,Norge
Ageratum houstonianum,blåkurv,127909,NA,2021,Karplanter,Norge
Aglais io,dagpåfugløye,127724,LC,2021,Sommerfugler,Norge
Aglais urticae,neslesommerfugl,127723,LC,2021,Sommerfugler,Norge
Aglaophamus malmgreni,,51065,LC,2021,Leddormer,Norge
Aglaophamus pulcher,,204491,LC,2021,Leddormer,Norge
Aglaophamus rubella,,51066,LC,2021,Leddormer,Norge
Aglaostigma aucupariae,,112543,LC,2021,Vepser,Norge
Aglaostigma fulvipes,,112544,LC,2021,Vepser,Norge
Aglaostigma gibbosum,,139446,VU,2021,Vepser,Norge
Aglaothamnion bipinnatum,,106536,LC,2021,Alger,Norge
Aglaothamnion halliae,,106538,NA,2021,Alger,Norge
Aglaothamnion priceanum,,106540,LC,2021,Alger,Norge
Aglaothamnion pseudobyssoides,,106541,NA,2021,Alger,Norge
Aglaothamnion tenuissimum,pyntehavpryd,106544,LC,2021,Alger,Norge
Aglia tau,naglespinner,46473,LC,2021,Sommerfugler,Norge
Aglossa pinguinalis,brun halmmott,46196,LC,2021,Sommerfugler,Norge
Agnathosia mendicella,rosenkjukemøll,44727,LC,2021,Sommerfugler,Norge
Agnocoris rubicundus,,109814,LC,2021,Nebbmunner,Norge
Agnoea elsae,,170244,LC,2021,Sommerfugler,Norge
Agnoea flavifrontella,,170245,LC,2021,Sommerfugler,Norge
Agnoea josephinae,,170243,LC,2021,Sommerfugler,Norge
Agnyphantes expunctus,punktmattevever,2648,LC,2021,Edderkoppdyr,Norge
Agonimia allobata,almelegglav,81903,EN,2021,Laver,Norge
Agonimia gelatinosa,,81904,NE,2021,Laver,Norge
Agonimia gelatinosa,,81904,NE,2021,Laver,Svalbard
Agonimia tristicula,,81908,LC,2021,Laver,Norge
Agonimia tristicula,,81908,NE,2021,Laver,Svalbard
Agonopterix alstromeriana,,45100,NT,2021,Sommerfugler,Norge
Agonopterix angelicella,,45108,LC,2021,Sommerfugler,Norge
Agonopterix arctica,,45096,LC,2021,Sommerfugler,Norge
Agonopterix arenella,,45112,LC,2021,Sommerfugler,Norge
Agonopterix assimilella,,45116,LC,2021,Sommerfugler,Norge
Agonopterix astrantiae,,45107,EN,2021,Sommerfugler,Norge
Agonopterix broennoeensis,,45109,LC,2021,Sommerfugler,Norge
Agonopterix capreolella,,45105,LC,2021,Sommerfugler,Norge
Agonopterix ciliella,,45103,LC,2021,Sommerfugler,Norge
Agonopterix cnicella,,152413,NA,2021,Sommerfugler,Norge
Agonopterix conterminella,,45097,LC,2021,Sommerfugler,Norge
Agonopterix curvipunctosa,,45106,LC,2021,Sommerfugler,Norge
Agonopterix heracliana,,45102,LC,2021,Sommerfugler,Norge
Agonopterix hypericella,,45099,VU,2021,Sommerfugler,Norge
Agonopterix kaekeritziana,gul knoppurtflatmøll,45110,LC,2021,Sommerfugler,Norge
Agonopterix liturosa,,45098,LC,2021,Sommerfugler,Norge
Agonopterix nervosa,,45117,LC,2021,Sommerfugler,Norge
Agonopterix ocellana,,45095,LC,2021,Sommerfugler,Norge
Agonopterix pallorella,blek knoppurtflatmøll,45111,EN,2021,Sommerfugler,Norge
Agonopterix propinquella,,45113,LC,2021,Sommerfugler,Norge
Agonopterix purpurea,,145489,EN,2021,Sommerfugler,Norge
Agonopterix putridella,hjorterotflatmøll,296484,CR,2021,Sommerfugler,Norge
Agonopterix quadripunctata,,45101,NA,2021,Sommerfugler,Norge
Agonopterix scopariella,,45115,LC,2021,Sommerfugler,Norge
Agonopterix selini,,45104,EN,2021,Sommerfugler,Norge
Agonopterix subpropinquella,brun knoppurtflatmøll,45114,EN,2021,Sommerfugler,Norge
Agonum consimile,,5525,LC,2021,Biller,Norge
Agonum dolens,,5526,LC,2021,Biller,Norge
Agonum emarginatum,,5528,NT,2021,Biller,Norge
Agonum ericeti,,5529,LC,2021,Biller,Norge
Agonum fuliginosum,,5531,LC,2021,Biller,Norge
Agonum gracile,,5532,LC,2021,Biller,Norge
Agonum gracilipes,,5533,NA,2021,Biller,Norge
Agonum marginatum,,5537,EN,2021,Biller,Norge
Agonum micans,,5538,LC,2021,Biller,Norge
Agonum muelleri,,5539,LC,2021,Biller,Norge
Agonum munsteri,,5540,NT,2021,Biller,Norge
Agonum piceum,,5541,LC,2021,Biller,Norge
Agonum sexpunctatum,,5543,LC,2021,Biller,Norge
Agonum thoreyi,,5544,LC,2021,Biller,Norge
Agonum versutum,,5545,LC,2021,Biller,Norge
Agonum viduum,,5546,LC,2021,Biller,Norge
Agonus cataphractus,panserulke,42925,LC,2021,Fisker,Norge
Agramma laetum,kystnettege,109729,NT,2021,Nebbmunner,Norge
Agraylea cognatella,,49730,LC,2021,Vårfluer,Norge
Agraylea multipunctata,,49731,LC,2021,Vårfluer,Norge
Agraylea sexmaculata,,49732,LC,2021,Vårfluer,Norge
Agrenia bidenticulata,,15470,LC,2010,Spretthaler,Norge
Agrenia bidenticulata,,15470,LC,2010,Spretthaler,Svalbard
Agrenia riparia,,15472,LC,2010,Spretthaler,Norge
Agria mamillata,,26745,LC,2021,Tovinger,Norge
Agriades aquilo,polarblåvinge,46580,LC,2021,Sommerfugler,Norge
Agriades optilete,myrblåvinge,132259,LC,2021,Sommerfugler,Norge
Agriades orbitulus,fjellblåvinge,132260,LC,2021,Sommerfugler,Norge
Agrilus angustulus,greinpraktbille,9947,LC,2021,Biller,Norge
Agrilus betuleti,bjørkepraktbille,9949,NT,2021,Biller,Norge
Agrilus biguttatus,toflekkpraktbille,9950,EN,2021,Biller,Norge
Agrilus cyanescens,vivendelpraktbille,9953,DD,2021,Biller,Norge
Agrilus laticornis,kam-praktbille,9959,NT,2021,Biller,Norge
Agrilus olivicolor,hasselpraktbille,9961,EN,2021,Biller,Norge
Agrilus paludicola,fjellpraktbille,9962,NT,2021,Biller,Norge
Agrilus planipennis,asiatisk askepraktbille,120934,NA,2021,Biller,Norge
Agrilus pratensis,poppelpraktbille,9963,VU,2021,Biller,Norge
Agrilus sulcicollis,eikesmalpraktbille,9966,LC,2021,Biller,Norge
Agrilus suvorovi,ospesmalpraktbille,9967,LC,2021,Biller,Norge
Agrilus viridis,løvpraktbille,9968,LC,2021,Biller,Norge
Agrimonia eupatoria,åkermåne,103217,NT,2021,Karplanter,Norge
Agrimonia procera,kyståkermåne,103218,VU,2021,Karplanter,Norge
Agriopis aurantiaria,gul frostmåler,47115,LC,2021,Sommerfugler,Norge
Agriopis leucophaearia,eikefrostmåler,47114,LC,2021,Sommerfugler,Norge
Agriopis marginaria,vårfrostmåler,47116,LC,2021,Sommerfugler,Norge
Agriotes lineatus,stripesmeller,10337,LC,2021,Biller,Norge
Agriotes obscurus,åkersmeller,10338,LC,2021,Biller,Norge
Agriotes sputator,strandsmeller,10340,EN,2021,Biller,Norge
Agriotypus armatus,,113740,LC,2021,Vepser,Norge
Agriphila biarmicus,kjerrnebbmott,46339,LC,2021,Sommerfugler,Norge
Agriphila deliella,smalnebbmott,46333,NA,2021,Sommerfugler,Norge
Agriphila geniculea,kystnebbmott,46340,VU,2021,Sommerfugler,Norge
Agriphila inquinatella,gul nebbmott,46335,LC,2021,Sommerfugler,Norge
